state,county,1000+ Corn Growers,1000+ Hogs,1000+ Rice Growers,1000+ Wheat Growers,Corn Acres,Farms with Grain Storage,Rice Acres,Wheat Acres
TEXAS,COTTLE,0,0,0,0,0,13,0,4245
MISSOURI,PIKE,0,6,0,0,48439,234,0,4245
MONTANA,PARK,0,0,0,0,0,60,0,4240
TENNESSEE,SHELBY,0,0,0,0,5484,8,0,4211
NEBRASKA,THAYER,0,0,0,0,129924,212,0,4190
MICHIGAN,MASON,0,4,0,0,15056,51,0,4177
GEORGIA,TERRELL,0,0,0,0,22664,20,0,4175
OKLAHOMA,BRYAN,0,0,0,0,2394,50,0,4173
OKLAHOMA,SEQUOYAH,0,0,0,0,4950,27,0,4171
CALIFORNIA,KINGS,0,0,0,0,280,5,0,4152
NEW YORK,NIAGARA,0,0,0,0,22185,97,0,4151
KANSAS,LINN,0,0,0,0,18969,100,0,4134
TENNESSEE,MAURY,0,0,0,0,9922,71,0,4133
ILLINOIS,LA SALLE,0,0,0,0,289573,548,0,4131
CALIFORNIA,MERCED,0,0,0,0,3654,8,291,4112
WISCONSIN,SHAWANO,0,0,0,0,47021,208,0,4111
INDIANA,WABASH,0,0,0,0,69510,194,0,4110
OHIO,LUCAS,0,0,0,0,27286,48,0,4103
OKLAHOMA,PAWNEE,0,0,0,0,0,36,0,4079
GEORGIA,HART,0,0,0,0,5952,20,0,4050
ARKANSAS,DESHA,0,0,0,0,31856,27,21219,4045
TEXAS,LUBBOCK,0,0,0,0,4010,17,0,4045
WISCONSIN,CLARK,0,0,0,0,72540,462,0,4044
ARKANSAS,CRAWFORD,0,0,0,0,807,9,0,4043
MICHIGAN,BARRY,0,0,0,0,27102,97,0,4011
GEORGIA,EMANUEL,0,0,0,0,1385,47,0,4000
TEXAS,ZAVALA,0,0,0,0,1967,29,0,3978
ILLINOIS,CLARK,0,10,0,0,92073,159,0,3966
KANSAS,DOUGLAS,0,0,0,0,44407,54,0,3962
OHIO,CLARK,0,0,0,0,62886,153,0,3952
INDIANA,DUBOIS,0,0,0,0,45711,215,0,3941
KENTUCKY,LARUE,0,0,0,0,20639,76,0,3940
ILLINOIS,ADAMS,0,0,0,0,141411,389,0,3923
NORTH CAROLINA,CUMBERLAND,0,0,0,0,7285,46,0,3923
PENNSYLVANIA,LEHIGH,0,0,0,0,16781,70,0,3918
TENNESSEE,SMITH,0,0,0,0,9017,21,0,3913
NEW JERSEY,GLOUCESTER,0,0,0,0,5072,18,0,3909
ILLINOIS,STEPHENSON,0,0,0,0,146523,390,0,3909
OHIO,CHAMPAIGN,0,11,0,0,85513,183,0,3897
MISSISSIPPI,LEFLORE,0,0,0,0,50764,46,5188,3893
MISSOURI,CARROLL,0,0,0,0,84748,189,0,3887
UTAH,MILLARD,0,2,0,0,1732,131,0,3870
ILLINOIS,MCHENRY,0,0,0,0,76322,155,0,3832
SOUTH CAROLINA,RICHLAND,0,0,0,0,15644,29,0,3821
NORTH CAROLINA,WASHINGTON,0,0,0,0,20791,39,0,3805
KENTUCKY,HOPKINS,0,0,0,0,51980,87,0,3771
MINNESOTA,TRAVERSE,0,0,0,0,115605,206,0,3762
WISCONSIN,BARRON,0,0,0,0,62649,285,0,3757
NEBRASKA,JEFFERSON,0,0,0,0,104305,224,0,3740
ILLINOIS,MASSAC,0,0,0,0,29970,102,0,3739
NEW JERSEY,CUMBERLAND,0,0,0,0,4580,22,0,3738
PENNSYLVANIA,BEDFORD,0,5,0,0,22713,189,0,3735
MARYLAND,CHARLES,0,0,0,0,3808,28,0,3727
MISSISSIPPI,WASHINGTON,0,0,0,0,58341,60,5538,3709
INDIANA,MONTGOMERY,0,2,0,0,99700,206,0,3692
VIRGINIA,DINWIDDIE,0,0,0,0,5964,26,0,3683
SOUTH CAROLINA,CHEROKEE,0,0,0,0,600,9,0,3670
INDIANA,RUSH,0,0,0,0,80925,266,0,3663
INDIANA,WELLS,0,0,0,0,79152,228,0,3659
MISSOURI,JOHNSON,0,1,0,0,45551,220,0,3647
NORTH CAROLINA,LINCOLN,0,0,0,0,961,50,0,3640
KENTUCKY,MERCER,0,0,0,0,7344,27,0,3638
SOUTH DAKOTA,ROBERTS,0,0,0,0,137992,296,0,3626
INDIANA,MIAMI,0,23,0,0,78507,141,0,3610
MICHIGAN,CALHOUN,0,0,0,0,61116,186,0,3604
ILLINOIS,EDWARDS,0,4,0,0,41560,98,0,3596
SOUTH CAROLINA,ORANGEBURG,0,0,0,0,34228,131,0,3592
INDIANA,PARKE,0,0,0,0,54803,109,0,3584
KENTUCKY,HENDERSON,0,0,0,0,66878,81,0,3573
SOUTH CAROLINA,KERSHAW,0,0,0,0,878,17,0,3572
INDIANA,WHITE,0,0,0,0,138793,200,0,3569
MISSOURI,LAFAYETTE,0,9,0,0,86283,299,0,3567
MISSOURI,ST CHARLES,0,7,0,0,40396,145,0,3561
MISSISSIPPI,QUITMAN,0,0,0,0,8980,32,5771,3560
MICHIGAN,OCEANA,0,0,0,0,17975,63,0,3558
MISSOURI,RANDOLPH,0,0,0,0,24387,109,0,3550
WYOMING,CROOK,0,0,0,0,0,93,0,3547
SOUTH DAKOTA,HAMLIN,0,0,0,0,74465,161,0,3540
OREGON,YAMHILL,0,0,0,0,14,67,0,3540
MICHIGAN,GENESEE,0,0,0,0,32647,102,0,3526
TEXAS,COMANCHE,0,0,0,0,0,34,0,3517
ILLINOIS,TAZEWELL,0,0,0,0,152402,213,0,3510
MICHIGAN,KENT,0,0,0,0,30101,122,0,3504
MICHIGAN,PRESQUE ISLE,0,0,0,0,5648,66,0,3503
NORTH CAROLINA,ROCKINGHAM,0,0,0,0,2594,71,0,3499
INDIANA,PUTNAM,0,0,0,0,58904,144,0,3491
WISCONSIN,KENOSHA,0,0,0,0,22185,80,0,3490
TEXAS,SCURRY,0,0,0,0,0,3,0,3487
OHIO,BUTLER,0,0,0,0,18231,133,0,3475
SOUTH DAKOTA,DOUGLAS,0,0,0,0,60603,219,0,3474
GEORGIA,BULLOCH,0,0,0,0,3649,71,0,3466
CALIFORNIA,SUTTER,0,0,0,0,412,13,47149,3464
WISCONSIN,WALWORTH,0,3,0,0,64506,180,0,3459
PENNSYLVANIA,BUTLER,0,0,0,0,22176,210,0,3455
WISCONSIN,GREEN LAKE,0,0,0,0,37922,155,0,3444
PENNSYLVANIA,COLUMBIA,0,6,0,0,19103,157,0,3425
VIRGINIA,MECKLENBURG,0,0,0,0,1881,58,0,3420
MARYLAND,HARFORD,0,0,0,0,13943,53,0,3405
KANSAS,RILEY,0,0,0,0,17264,65,0,3403
MINNESOTA,CLEARWATER,0,0,0,0,3368,83,0,3402
OHIO,ASHTABULA,0,0,0,0,17877,174,0,3391
LOUISIANA,OUACHITA,0,0,0,0,9366,7,0,3381
KANSAS,ELK,0,0,0,0,5620,34,0,3367
OKLAHOMA,OKLAHOMA,0,0,0,0,889,34,0,3366
NORTH CAROLINA,CABARRUS,0,0,0,0,8251,33,0,3356
TENNESSEE,BEDFORD,0,0,0,0,4846,52,0,3355
TEXAS,EASTLAND,0,0,0,0,0,22,0,3355
OHIO,KNOX,0,0,0,0,45347,228,0,3347
INDIANA,VANDERBURGH,0,0,0,0,21976,108,0,3341
VIRGINIA,FRANKLIN,0,0,0,0,6179,55,0,3316
NORTH CAROLINA,WARREN,0,5,0,0,1875,26,0,3313
NORTH CAROLINA,BLADEN,0,51,0,0,18477,42,0,3310
MISSOURI,BOLLINGER,0,0,0,0,6441,81,0,3306
GEORGIA,LAURENS,0,0,0,0,7693,85,0,3289
TEXAS,GUADALUPE,0,0,0,0,17436,36,0,3281
NEBRASKA,SAUNDERS,0,0,0,0,203775,432,0,3276
NEBRASKA,ADAMS,0,0,0,0,160350,216,0,3271
ALABAMA,MORGAN,0,0,0,0,6412,29,0,3266
GEORGIA,LAMAR,0,0,0,0,0,4,0,3262
MICHIGAN,MIDLAND,0,0,0,0,13537,62,0,3251
ARKANSAS,MILLER,0,0,0,0,10663,9,14232,3225
TEXAS,JACK,0,0,0,0,0,17,0,3220
ILLINOIS,WABASH,0,0,0,0,50002,81,0,3214
WISCONSIN,GRANT,0,0,0,0,133321,831,0,3211
OREGON,JEFFERSON,0,0,0,0,0,48,0,3210
MONTANA,POWDER RIVER,0,0,0,0,0,81,0,3209
MARYLAND,ST MARYS,0,0,0,0,7707,114,0,3195
MICHIGAN,OTTAWA,0,0,0,0,34566,124,0,3192
MINNESOTA,POPE,0,0,0,0,102075,293,0,3192
ARIZONA,MOHAVE,0,0,0,0,0,4,0,3182
NORTH CAROLINA,SCOTLAND,0,0,0,0,6014,17,0,3174
INDIANA,CASS,0,0,0,0,106201,143,0,3169
MISSOURI,CHARITON,0,0,0,0,61221,234,0,3158
ILLINOIS,JERSEY,0,0,0,0,55363,177,0,3149
KENTUCKY,MUHLENBERG,0,0,0,0,14214,60,0,3141
ILLINOIS,WILL,0,0,0,0,99539,177,0,3140
NEW YORK,ONEIDA,0,0,0,0,28395,129,0,3133
TEXAS,ERATH,0,0,0,0,744,29,0,3123
VIRGINIA,FAUQUIER,0,0,0,0,5386,49,0,3116
NEBRASKA,KEARNEY,0,0,0,0,153929,188,0,3105
NORTH CAROLINA,WAKE,0,0,0,0,1973,51,0,3095
NEW YORK,WAYNE,0,2,0,0,23046,129,0,3089
ILLINOIS,MASON,0,1,0,0,120475,169,0,3085
OHIO,TRUMBULL,0,0,0,0,22418,177,0,3084
ALABAMA,DE KALB,0,0,0,0,13730,65,0,3067
INDIANA,HARRISON,0,0,0,0,27613,136,0,3067
MISSOURI,KNOX,0,11,0,0,36636,202,0,3059
KENTUCKY,PULASKI,0,0,0,0,7784,89,0,3054
MINNESOTA,RENVILLE,0,0,0,0,271325,519,0,3050
KENTUCKY,HARDIN,0,5,0,0,22548,155,0,3029
GEORGIA,SUMTER,0,0,0,0,11208,31,0,3029
MISSOURI,MORGAN,0,22,0,0,7061,145,0,3011
MISSOURI,HOWARD,0,0,0,0,34204,110,0,2964
MINNESOTA,KANDIYOHI,0,0,0,0,194117,354,0,2963
OHIO,TUSCARAWAS,0,2,0,0,20105,110,0,2963
PENNSYLVANIA,LAWRENCE,0,0,0,0,17100,104,0,2961
ALABAMA,MARSHALL,0,0,0,0,7832,29,0,2959
OKLAHOMA,NOWATA,0,0,0,0,1058,20,0,2954
PENNSYLVANIA,JUNIATA,0,0,0,0,17444,167,0,2952
NORTH CAROLINA,CRAVEN,0,0,0,0,15745,19,0,2948
PENNSYLVANIA,HUNTINGDON,0,0,0,0,16046,90,0,2926
KENTUCKY,BRECKINRIDGE,0,0,0,0,22911,164,0,2923
NEW MEXICO,UNION,0,0,0,0,10900,19,0,2913
VIRGINIA,AUGUSTA,0,0,0,0,15862,108,0,2902
ILLINOIS,WINNEBAGO,0,1,0,0,70291,178,0,2902
SOUTH CAROLINA,DORCHESTER,0,0,0,0,11470,66,0,2901
LOUISIANA,POINTE COUPEE,0,0,0,0,6855,23,0,2901
NORTH CAROLINA,SURRY,0,0,0,0,9546,41,0,2901
VIRGINIA,VIRGINIA BEACH CITY,0,0,0,0,4728,7,0,2896
GEORGIA,BURKE,0,0,0,0,19292,43,0,2887
NEBRASKA,FRANKLIN,0,0,0,0,75222,126,0,2887
IDAHO,CLEARWATER,0,0,0,0,0,11,0,2882
MISSOURI,STE GENEVIEVE,0,1,0,0,16809,79,0,2873
TEXAS,MOTLEY,0,0,0,0,0,3,0,2869
MISSOURI,MONITEAU,0,0,0,0,10769,157,0,2868
IDAHO,GEM,0,0,0,0,3254,64,0,2866
GEORGIA,ELBERT,0,0,0,0,0,17,0,2865
MARYLAND,PRINCE GEORGES,0,0,0,0,3713,19,0,2858
CALIFORNIA,SISKIYOU,0,0,0,0,0,43,0,2857
OHIO,MIAMI,0,0,0,0,62425,186,0,2855
SOUTH DAKOTA,BON HOMME,0,2,0,0,83563,304,0,2845
MICHIGAN,MUSKEGON,0,0,0,0,12066,40,0,2843
ILLINOIS,UNION,0,0,0,0,12634,62,0,2838
MISSISSIPPI,DE SOTO,0,0,0,0,7804,15,700,2833
MICHIGAN,MACOMB,0,0,0,0,12834,63,0,2815
INDIANA,FRANKLIN,0,0,0,0,37063,227,0,2801
ILLINOIS,CHRISTIAN,0,0,0,0,163114,242,0,2789
OHIO,MEDINA,0,0,0,0,21519,106,0,2772
INDIANA,JOHNSON,0,0,0,0,53103,104,0,2766
PENNSYLVANIA,UNION,0,11,0,0,11514,180,0,2760
WISCONSIN,WOOD,0,0,0,0,33513,156,0,2754
NEBRASKA,CUSTER,0,0,0,0,250520,364,0,2750
WISCONSIN,OZAUKEE,0,0,0,0,7814,86,5,2745
ARKANSAS,LOGAN,0,0,0,0,3335,7,1050,2738
INDIANA,RANDOLPH,0,0,0,0,102999,277,0,2731
INDIANA,BOONE,0,0,0,0,89850,182,0,2725
VIRGINIA,CHARLES CITY,0,0,0,0,7664,15,0,2722
PENNSYLVANIA,SOMERSET,0,4,0,0,25855,230,0,2713
TEXAS,PALO PINTO,0,0,0,0,0,12,0,2712
MINNESOTA,TODD,0,1,0,0,57958,634,0,2712
CALIFORNIA,MODOC,0,0,0,0,0,15,0,2711
GEORGIA,DECATUR,0,0,0,0,15141,25,0,2703
UTAH,JUAB,0,0,0,0,0,39,0,2702
MICHIGAN,MECOSTA,0,5,0,0,22197,97,0,2697
WISCONSIN,LANGLADE,0,0,0,0,4964,87,0,2684
ILLINOIS,MACON,0,0,0,0,122179,196,0,2682
NORTH CAROLINA,CHOWAN,0,0,0,0,5897,24,0,2671
OREGON,LANE,0,0,0,0,0,24,0,2664
ARKANSAS,LITTLE RIVER,0,0,0,0,6543,17,0,2652
COLORADO,BOULDER,0,0,0,0,1849,28,0,2646
MISSOURI,LIVINGSTON,0,0,0,0,38185,151,0,2645
WASHINGTON,SKAGIT,0,0,0,0,34,23,0,2642
NORTH CAROLINA,JONES,0,0,0,0,10529,30,0,2639
ILLINOIS,MORGAN,0,0,0,0,111460,231,0,2633
SOUTH CAROLINA,BAMBERG,0,0,0,0,8776,43,0,2630
OKLAHOMA,TULSA,0,0,0,0,0,5,0,2614
KENTUCKY,WASHINGTON,0,0,0,0,5859,36,0,2596
SOUTH CAROLINA,ANDERSON,0,0,0,0,2231,48,0,2591
SOUTH DAKOTA,BROOKINGS,0,0,0,0,109129,272,0,2587
WISCONSIN,WAUPACA,0,0,0,0,46812,173,0,2586
MARYLAND,BALTIMORE,0,0,0,0,16549,45,0,2570
MARYLAND,CALVERT,0,0,0,0,5087,32,0,2568
MINNESOTA,STEARNS,0,0,0,0,183737,1598,0,2568
NORTH CAROLINA,NASH,0,0,0,0,4448,45,0,2560
MICHIGAN,BRANCH,0,0,0,0,89128,216,0,2549
ILLINOIS,WILLIAMSON,0,0,0,0,16591,58,0,2546
TEXAS,HAMILTON,0,0,0,0,0,53,0,2545
SOUTH DAKOTA,FALL RIVER,0,0,0,0,3297,49,0,2540
OHIO,MAHONING,0,0,0,0,13475,89,0,2538
TEXAS,DONLEY,0,0,0,0,2009,8,0,2533
INDIANA,ST. JOSEPH,0,4,0,0,71437,172,0,2510
ILLINOIS,BUREAU,0,0,0,0,229049,440,0,2507
ILLINOIS,CHAMPAIGN,0,0,0,0,261772,390,0,2507
ILLINOIS,CARROLL,0,10,0,0,136803,281,0,2505
NEW YORK,JEFFERSON,0,0,0,0,11647,85,0,2502
GEORGIA,CALHOUN,0,0,0,0,18255,20,0,2500
MINNESOTA,BIG STONE,0,0,0,0,89282,193,0,2492
INDIANA,JACKSON,0,0,0,0,52833,197,0,2488
ALABAMA,DALLAS,0,0,0,0,4559,27,0,2480
OKLAHOMA,LEFLORE,0,3,0,0,960,22,0,2468
LOUISIANA,AVOYELLES,0,0,0,0,20813,41,14004,2455
OHIO,PORTAGE,0,0,0,0,14228,116,0,2453
NEW YORK,CHAUTAUQUA,0,0,0,0,13223,57,0,2446
ARKANSAS,CRAIGHEAD,0,0,0,0,33955,110,38632,2446
MISSOURI,RAY,0,0,0,0,40488,90,0,2444
KENTUCKY,LIVINGSTON,0,0,0,0,20618,46,0,2422
INDIANA,JENNINGS,0,2,0,0,23617,97,0,2421
ARKANSAS,LAFAYETTE,0,0,0,0,11729,35,2613,2411
TEXAS,KAUFMAN,0,0,0,0,0,28,0,2404
INDIANA,HANCOCK,0,0,0,0,70086,163,0,2401
PENNSYLVANIA,CENTRE,0,0,0,0,18205,167,0,2389
PENNSYLVANIA,CAMBRIA,0,0,0,0,9074,131,0,2379
MISSOURI,CASS,0,0,0,0,35290,151,0,2361
SOUTH CAROLINA,WILLIAMSBURG,0,0,0,0,16175,86,0,2337
GEORGIA,TELFAIR,0,0,0,0,694,41,0,2335
MISSOURI,FRANKLIN,0,0,0,0,21525,220,0,2334
MISSISSIPPI,MARSHALL,0,0,0,0,6347,14,0,2331
NEBRASKA,HOLT,0,0,0,0,198361,367,0,2329
MISSISSIPPI,SHARKEY,0,0,0,0,28929,25,0,2315
OKLAHOMA,MAYES,0,0,0,0,656,59,0,2295
PENNSYLVANIA,BUCKS,0,0,0,0,9553,80,0,2294
GEORGIA,CRISP,0,0,0,0,2528,20,0,2290
ARKANSAS,PRAIRIE,0,0,0,0,21697,39,51570,2287
TEXAS,MIDLAND,0,0,0,0,3694,4,0,2285
PENNSYLVANIA,NORTHAMPTON,0,0,0,0,17730,103,0,2278
TEXAS,BOSQUE,0,0,0,0,490,40,0,2277
VIRGINIA,MIDDLESEX,0,0,0,0,4892,11,0,2277
SOUTH CAROLINA,MARION,0,0,0,0,7088,33,0,2273
GEORGIA,JOHNSON,0,0,0,0,2957,26,0,2271
SOUTH CAROLINA,OCONEE,0,0,0,0,1310,20,0,2265
PENNSYLVANIA,SNYDER,0,21,0,0,15581,156,0,2262
KENTUCKY,SHELBY,0,0,0,0,22205,89,0,2258
MINNESOTA,KANABEC,0,1,0,0,12558,103,0,2243
NEW MEXICO,DONA ANA,0,0,0,0,1315,9,0,2240
ARKANSAS,LONOKE,0,0,0,0,50761,73,91875,2237
MICHIGAN,KALAMAZOO,0,0,0,0,48036,118,0,2235
SOUTH CAROLINA,LANCASTER,0,0,0,0,2301,13,0,2225
TENNESSEE,WARREN,0,0,0,0,10046,56,0,2224
NORTH CAROLINA,ONSLOW,0,0,0,0,5480,34,0,2220
NORTH CAROLINA,MOORE,0,1,0,0,3157,31,0,2203
MISSOURI,GREENE,0,0,0,0,1322,23,0,2202
ILLINOIS,KANE,0,0,0,0,67315,135,0,2200
WISCONSIN,MARINETTE,0,0,0,0,26308,77,0,2199
KANSAS,NEMAHA,0,0,0,0,109959,330,0,2196
TEXAS,RED RIVER,0,0,0,0,0,24,0,2196
INDIANA,BENTON,0,0,0,0,105246,160,0,2193
LOUISIANA,RAPIDES,0,0,0,0,10516,27,11969,2190
MISSOURI,MACON,0,3,0,0,33448,193,0,2182
TEXAS,REAGAN,0,0,0,0,0,4,0,2180
OHIO,MONTGOMERY,0,0,0,0,39369,80,0,2178
OREGON,BENTON,0,0,0,0,0,19,0,2171
NORTH CAROLINA,CATAWBA,0,0,0,0,4739,39,0,2162
NEBRASKA,CHERRY,0,0,0,0,25721,55,0,2162
VIRGINIA,ORANGE,0,0,0,0,9554,21,0,2162
GEORGIA,SCREVEN,0,0,0,0,9629,52,0,2160
TENNESSEE,HENDERSON,0,0,0,0,6035,68,0,2159
NEW MEXICO,LEA,0,0,0,0,0,6,0,2151
NORTH CAROLINA,HOKE,0,10,0,0,4336,17,0,2147
WYOMING,CAMPBELL,0,0,0,0,0,67,0,2146
PENNSYLVANIA,FULTON,0,0,0,0,8561,59,0,2144
MARYLAND,WICOMICO,0,0,0,0,16692,23,0,2142
INDIANA,JEFFERSON,0,0,0,0,12440,81,0,2137
TENNESSEE,RUTHERFORD,0,0,0,0,6782,47,0,2121
LOUISIANA,CADDO,0,0,0,0,11723,17,0,2120
TENNESSEE,MACON,0,0,0,0,4821,43,0,2118
ALABAMA,BALDWIN,0,0,0,0,5593,67,0,2117
KANSAS,JACKSON,0,0,0,0,30446,99,0,2114
NEW JERSEY,BURLINGTON,0,0,0,0,5336,55,0,2112
MISSOURI,WARREN,0,0,0,0,16250,102,0,2109
TENNESSEE,BENTON,0,0,0,0,4539,30,0,2101
NEBRASKA,RICHARDSON,0,0,0,0,111417,309,0,2100
WYOMING,NIOBRARA,0,0,0,0,1064,23,0,2092
ALABAMA,JACKSON,0,0,0,0,28838,76,0,2086
KENTUCKY,BARREN,0,0,0,0,16870,103,0,2083
ALABAMA,CHEROKEE,0,0,0,0,6289,35,0,2072
PENNSYLVANIA,ARMSTRONG,0,0,0,0,13489,138,0,2066
MISSOURI,JEFFERSON,0,0,0,0,5858,50,0,2065
KANSAS,BROWN,0,0,0,0,127026,136,0,2061
OHIO,COSHOCTON,0,0,0,0,26012,148,0,2061
SOUTH CAROLINA,ALLENDALE,0,0,0,0,5840,13,0,2058
INDIANA,WAYNE,0,0,0,0,52783,209,0,2056
MISSOURI,OSAGE,0,0,0,0,11904,138,0,2052
MISSOURI,DAVIESS,0,0,0,0,38031,174,0,2039
MINNESOTA,YELLOW MEDICINE,0,0,0,0,156080,376,0,2038
VIRGINIA,CHESAPEAKE CITY,0,0,0,0,6599,19,0,2037
PENNSYLVANIA,BLAIR,0,0,0,0,17905,68,0,2034
OKLAHOMA,DELAWARE,0,0,0,0,1968,21,0,2022
INDIANA,ELKHART,0,0,0,0,70234,335,0,2022
NORTH CAROLINA,DAVIE,0,0,0,0,9461,16,0,2018
NEW JERSEY,HUNTERDON,0,0,0,0,6478,63,0,2011
ILLINOIS,ALEXANDER,0,0,0,0,4354,30,0,2009
PENNSYLVANIA,LYCOMING,0,3,0,0,15932,164,0,1999
VIRGINIA,CHARLOTTE,0,2,0,0,2376,35,0,1998
NORTH CAROLINA,VANCE,0,0,0,0,196,29,0,1997
MINNESOTA,LINCOLN,0,16,0,0,74109,270,0,1977
NEW YORK,TOMPKINS,0,1,0,0,5829,49,0,1977
WISCONSIN,LAFAYETTE,0,0,0,0,101652,393,0,1973
INDIANA,PIKE,0,3,0,0,25703,76,0,1971
GEORGIA,APPLING,0,0,0,0,2660,64,0,1970
NORTH CAROLINA,DAVIDSON,0,0,0,0,3912,129,0,1970
ILLINOIS,GREENE,0,0,0,0,104136,248,0,1968
CALIFORNIA,SACRAMENTO,0,0,0,0,1215,15,3409,1966
TEXAS,CHILDRESS,0,0,0,0,0,16,0,1960
NEW YORK,SCHUYLER,0,0,0,0,5396,33,0,1960
PENNSYLVANIA,MERCER,0,0,0,0,26749,206,0,1949
WISCONSIN,VERNON,0,0,0,0,57581,312,0,1948
ILLINOIS,KANKAKEE,0,0,0,0,165914,296,0,1939
ILLINOIS,HANCOCK,0,0,0,0,155643,324,0,1936
TEXAS,COLLINGSWORTH,0,0,0,0,0,16,0,1931
VIRGINIA,GOOCHLAND,0,0,0,0,3914,11,0,1931
OKLAHOMA,CREEK,0,0,0,0,244,17,0,1928
TEXAS,WISE,0,0,0,0,12,37,0,1924
MINNESOTA,SWIFT,0,0,0,0,157921,296,0,1921
OHIO,FRANKLIN,0,0,0,0,11727,48,0,1914
INDIANA,TIPPECANOE,0,7,0,0,97291,152,0,1901
TEXAS,SHACKELFORD,0,0,0,0,0,21,0,1898
INDIANA,NOBLE,0,10,0,0,59602,170,0,1893
MISSISSIPPI,ISSAQUENA,0,0,0,0,16905,14,0,1888
ARKANSAS,CHICOT,0,0,0,0,27670,51,17749,1880
MISSOURI,SHELBY,0,0,0,0,44672,246,0,1878
ALABAMA,MONROE,0,0,0,0,2159,24,0,1870
CALIFORNIA,GLENN,0,0,0,0,3414,86,35154,1864
MISSOURI,RALLS,0,0,0,0,40796,126,0,1858
MISSOURI,GASCONADE,0,0,0,0,4196,109,0,1850
SOUTH DAKOTA,TURNER,0,0,0,0,158942,346,0,1841
CALIFORNIA,MADERA,0,0,0,0,0,2,0,1835
MICHIGAN,ALPENA,0,0,0,0,5845,68,0,1832
TENNESSEE,MARION,0,0,0,0,6386,16,0,1817
PENNSYLVANIA,POTTER,0,0,0,0,2060,40,0,1817
MISSOURI,SCOTLAND,0,0,0,0,37408,186,0,1813
TEXAS,WILSON,0,0,0,0,3223,24,0,1809
NEBRASKA,BUFFALO,0,0,0,0,213954,352,0,1806
VIRGINIA,PRINCE GEORGE,0,0,0,0,4459,22,0,1797
NEBRASKA,JOHNSON,0,2,0,0,25213,154,0,1796
SOUTH DAKOTA,BUTTE,0,0,0,0,2321,89,0,1795
MISSOURI,CEDAR,0,0,0,0,5475,25,0,1790
WISCONSIN,RICHLAND,0,0,0,0,37546,142,0,1786
ILLINOIS,PIATT,0,0,0,0,111295,134,0,1785
NEBRASKA,LANCASTER,0,0,0,0,149209,273,0,1775
KENTUCKY,MEADE,0,0,0,0,17732,90,0,1775
WEST VIRGINIA,JEFFERSON,0,0,0,0,11002,44,0,1772
MINNESOTA,MORRISON,0,0,0,0,74544,636,0,1764
INDIANA,FAYETTE,0,0,0,0,36872,93,0,1763
GEORGIA,WASHINGTON,0,0,0,0,4153,21,0,1760
GEORGIA,MORGAN,0,0,0,0,1358,7,0,1753
INDIANA,ORANGE,0,0,0,0,23408,51,0,1753
NORTH CAROLINA,HERTFORD,0,4,0,0,6734,18,0,1741
WISCONSIN,CHIPPEWA,0,0,0,0,76231,299,0,1731
MISSISSIPPI,RANKIN,0,0,0,0,2283,20,0,1730
PENNSYLVANIA,ERIE,0,0,0,0,17205,120,0,1725
INDIANA,MARSHALL,0,0,0,0,88904,214,0,1723
VIRGINIA,KING GEORGE,0,0,0,0,1382,9,0,1721
NEBRASKA,KNOX,0,0,0,0,104396,415,0,1711
WISCONSIN,IOWA,0,0,0,0,71969,270,0,1707
ARKANSAS,GREENE,0,0,0,0,29124,111,55699,1695
ALABAMA,CALHOUN,0,0,0,0,2029,14,0,1693
NORTH CAROLINA,ALAMANCE,0,0,0,0,1856,61,0,1692
SOUTH DAKOTA,YANKTON,0,7,0,0,73798,298,0,1690
VIRGINIA,AMELIA,0,0,0,0,4277,50,0,1684
INDIANA,HOWARD,0,0,0,0,62864,133,0,1681
MISSOURI,POLK,0,0,0,0,1732,58,0,1681
OHIO,HOLMES,0,2,0,0,21694,320,0,1679
PENNSYLVANIA,WESTMORELAND,0,0,0,0,15324,188,0,1678
VIRGINIA,CULPEPER,0,0,0,0,5620,33,0,1673
TEXAS,GLASSCOCK,0,0,0,0,382,2,0,1672
MISSISSIPPI,WARREN,0,0,0,0,4250,4,0,1668
MISSOURI,BENTON,0,0,0,0,10917,82,0,1666
MINNESOTA,WRIGHT,0,0,0,0,68316,502,0,1653
GEORGIA,BROOKS,0,0,0,0,4869,46,0,1652
COLORADO,SAGUACHE,0,0,0,0,0,50,0,1646
COLORADO,MESA,0,0,0,0,1003,84,0,1639
TEXAS,LYNN,0,0,0,0,2555,1,0,1638
ALABAMA,CULLMAN,0,0,0,0,3768,53,0,1637
NEBRASKA,FILLMORE,0,0,0,0,187696,255,0,1634
SOUTH DAKOTA,LAKE,0,0,0,0,72929,207,0,1634
INDIANA,LAGRANGE,0,0,0,0,48739,489,0,1633
LOUISIANA,FRANKLIN,0,0,0,0,63870,15,409,1632
TENNESSEE,CHESTER,0,0,0,0,5570,20,0,1630
INDIANA,DELAWARE,0,0,0,0,58524,145,0,1628
OHIO,ADAMS,0,1,0,0,16210,125,0,1627
INDIANA,MADISON,0,0,0,0,79625,178,0,1626
MAINE,AROOSTOOK,0,0,0,0,1984,100,0,1618
OKLAHOMA,HUGHES,0,0,0,0,474,29,0,1616
MISSISSIPPI,HUMPHREYS,0,0,0,0,23518,28,0,1611
WYOMING,PARK,0,0,0,0,8136,104,0,1606
ALABAMA,BARBOUR,0,0,0,0,2485,48,0,1595
WISCONSIN,WAUKESHA,0,0,0,0,18031,77,0,1580
