Animal feed stores,street,city,state,postal_code,latitude,longitude,,,,,,
Fleer Feeds,103 Elm St,Lewistown,Missouri,63452,40.0849182,-91.8128546,,,,,,
Peet's Feed,1705 McPherson Ave,Council Bluffs,Iowa,51503,41.2599658,-95.8150712,,,,,,
Sporting Valley Feeds LLC,25 E Church Rd,Stevens,Pennsylvania,17578,40.2388784,-76.2293567,,,,,,
Van Elderen Inc,892 E Allegan St,Martin,Michigan,49070,42.5373013,-85.6312967,,,,,,
"North Central Feed Products , LLC",70 Alice St,Gonvick,Minnesota,56644,47.7342747,-95.5054533,,,,,,
"North Central Feed Products , LLC",70 Alice St,Gonvick,Minnesota,56644,47.7342747,-95.5054533,,,,,,
Cal-Maine Feed Mill Bethune,101 Walton St N,Bethune,South Carolina,29009,34.4136509,-80.3510557,,,,,,
Nokes Hay Co Inc,1285 NW 20 Rd,Albert,Kansas,67511,38.39143,-99.0120779,,,,,,
Sangre Supply,129 Co Rd 155,Westcliffe,Colorado,81252,38.1194564,-105.5563592,,,,,,
Buckley's Homestead Supply (SOLD. Google “Hatch and Gather” for current business info),701 W Colorado Ave,Colorado Springs,Colorado,80905,38.832723,-104.8379436,,,,,,
Farmers Union Feed & Pet,,Jamestown,North Dakota,,46.8954696,-98.6898644,,,,,,
Pure Advantage,212 2nd St SW Unit# 1059,Jamestown,North Dakota,58401,46.9079795,-98.7110409,,,,,,
Dakota Gold,4506 N Lewis Ave,Sioux Falls,South Dakota,57104,43.5960183,-96.697934,,,,,,
Dwyers Feed and Seed,1842 8th Ave,Chetek,Wisconsin,54728,45.3229137,-91.7793034,,,,,,
Stock Up Feed & Tack,101 Main St,Taylor,Arizona,85939,34.4666817,-110.0910462,,,,,,
Planters Supply of Bentonia,224 W Railroad Ave,Bentonia,Mississippi,39040,32.641163,-90.3651489,,,,,,
Prairie Home Co-Op,9238 MO-87,Prairie Home,Missouri,65068,38.8083805,-92.58545,,,,,,
LNS Feeds,70999 Lehman Rd,Fortuna,Missouri,65034,38.5408363,-92.7696459,,,,,,
Two Old Goats | Farm & Feed,42232 Kylester Ln,Astoria,Oregon,97103,46.167224,-123.578244,,,,,,
Equine & Farm Supply,1114 N 1250 East Rd,Taylorville,Illinois,62568,39.511184,-89.2964881,,,,,,
Prairie Ag Supply LLC,E6565 629th Ave,Menomonie,Wisconsin,54751,44.9080018,-91.8305201,,,,,,
Northern Country Feeds,111 S Broadway,Le Roy,Minnesota,55951,43.5086094,-92.5035387,,,,,,
Mc Naughton Milling Co,,New Alexandria,Pennsylvania,15670,40.396759,-79.4265518,,,,,,
Windy Hill Farm Supply Inc,8343 State Rd B,Cedar Hill,Missouri,63016,38.3361138,-90.6477394,,,,,,
Circle C Supply LLC,708 N Lamesa Rd,Stanton,Texas,79782,32.0046318,-102.0670603,,,,,,
Fisher Hay & Feed,2211 S Kaufman St,Ennis,Texas,75119,32.3144227,-96.607749,,,,,,
Valley Feed & Supply,11910 W Orange Grove Rd,Tucson,Arizona,85743,32.321268,-111.2210662,,,,,,
Performance Livestock & Feed Store,21 Redd Level Plant Rd,Martinsville,Virginia,24112,36.6525746,-79.8669181,,,,,,
Barlas Feeds,430 Bailey Ave,Petaluma,California,94952,38.2660653,-122.6765126,,,,,,
Smith Feed Services Inc,213 E Mill St,Loyal,Wisconsin,54446,44.7367456,-90.4944279,,,,,,
Sunrise Nutrition,5513 Division Ave,Chili,Wisconsin,54420,44.6194491,-90.3771678,,,,,,
Siskiyou Pellet Mill,704 County Hwy A12,Grenada,California,96038,41.6467439,-122.5218136,,,,,,
Pine Valley Feeds,21407 Co Rd 50,New Paris,Indiana,46553,41.4720106,-85.8740397,,,,,,
Hoover Feed Service,"9242, 23591 IN-119",Goshen,Indiana,46526,41.5497832,-85.9177691,,,,,,
"Cattle Creek Company, LLC",10499 W Anglin Rd,Etna Green,Indiana,46524,41.3393973,-86.0486594,,,,,,
Liberty Horseshoeing,3037 7th Rd,Bremen,Indiana,46506,41.3750039,-86.117606,,,,,,
California Animal Products,4560 S K St,Tulare,California,93274,36.1640318,-119.3347546,,,,,,
Golden State Feed & Grain,10188 Kansas Ave,Hanford,California,93230,36.216629,-119.6451492,,,,,,
Strahm's Insect Farm of Northeastern Oklahoma,13320 S 4230 Rd,Claremore,Oklahoma,74017,36.4183546,-95.4720265,,,,,,
Thorobred Feed Sales,165 US-4,Schuylerville,New York,12871,43.1157097,-73.5823739,,,,,,
Belstra Robert,1122 Hope Bridgeville Rd,Blairstown,New Jersey,7825,40.8787206,-74.9840666,,,,,,
Bakery Feeds,2579 Pettibone Ave,Muscatine,Iowa,52761,41.3718015,-91.0689887,,,,,,
Michael Vander Dussen Feed Lot,,San Joaquin,California,93660,36.6065943,-120.1890137,,,,,,
Valley Feed Services,34344 7th Standard Rd,Bakersfield,California,93314,35.442131,-119.1057341,,,,,,
Rosedale Farrier Supply,3236 Allen Rd,Bakersfield,California,93314,35.3894333,-119.1449018,,,,,,
Lake Crescent Feed,2610 US-17,Crescent City,Florida,32112,29.4167521,-81.5094914,,,,,,
MossMade Specialty Wildlife Blends,35074 TX-87,Newton,Texas,75966,30.3817846,-93.7970835,,,,,,
"KEPHART FEED & FARM SUPPLY, LLC",10 Center St,Galesburg,Kansas,66740,37.4712065,-95.3574057,,,,,,
S L Sales,Sunny Ln,Platteville,Wisconsin,53818,42.7827335,-90.3905166,,,,,,
Porter Family Feed,614 W Bellaire Ave,Porter,Oklahoma,74454,35.8646733,-95.5241635,,,,,,
Highland feed and seed,10701 E Prospect Rd,Hillsboro,Ohio,45133,39.1336313,-83.4963701,,,,,,
Deerfield Pet & Feed,11 North Road,Deerfield,New Hampshire,3037,43.1350027,-71.2381866,,,,,,
Big Joe's Feed,33410 CO-94,Yoder,Colorado,80864,38.8403739,-104.209732,,,,,,
Wagner's LLC,16 E 4th St,Flagler,Colorado,80815,39.2926868,-103.0667101,,,,,,
Brad and Carol Ridinger,42020 Co Rd 125,Deer Trail,Colorado,80105,39.4768251,-104.0853501,,,,,,
Yoder Feed & Supply,15925 N 225th St,Oblong,Illinois,62449,39.0825355,-87.9053659,,,,,,
Sterett Bros Hay,Sterett Rd,Davenport,Washington,99122,47.675375,-118.307386,,,,,,
Calister in American For,NW State St,American Fork,Utah,84003,40.3885181,-111.8199476,,,,,,
Angel's Feeds Inc.,4518 Rowland Ave,El Monte,California,91731,34.0891989,-118.0496182,,,,,,
Integrity Feeds Dalton,N786 County Rd H,Dalton,Wisconsin,53926,43.6575308,-89.2061942,,,,,,
Firebaugh Animal Feed Store,1660 N St,Firebaugh,California,93622,36.8517407,-120.4519942,,,,,,
Rivas Feed Store,1515 Golden Gate Ave,Dos Palos,California,93620,36.9856016,-120.627542,,,,,,
Groves Feed & Supply,801 Fourth St,Lampasas,Texas,76550,31.0662493,-98.1748254,,,,,,
Hamar Feed Mill,314 3rd Ave,Hamar,North Dakota,58380,47.8436098,-98.5734376,,,,,,
Clear Creek Ranchers Supply,27 PR Clear Creek Road,Charlotte,Texas,78011,28.856002,-98.7564043,,,,,,
Becker's Feed & Fertilizer,2433 N Austin St,Seguin,Texas,78155,29.5948471,-97.9646011,,,,,,
Gang's Total Feeds,31965 Arbeka Rd,Henryetta,Oklahoma,74437,35.394847,-95.912906,,,,,,
Miller's Feed & Pet Supply,1311 N Main St,Bourbon,Indiana,46504,41.3067085,-86.1168296,,,,,,
Big Clifty Farm & Country Store,9695 Elizabethtown Rd,Big Clifty,Kentucky,42712,37.541871,-86.153956,,,,,,
Lowe Valley Feed Store,7003 US Hwy 411,Greenback,Tennessee,37742,35.6332669,-84.165614,,,,,,
Taylor Feed Co,3880 Brunswick Hwy,Waycross,Georgia,31503,31.1944502,-82.2938765,,,,,,
Baeza Feeds LLC,305 W El Paso St,Marfa,Texas,79843,30.3094448,-104.0237846,,,,,,
The Hay Yard,1311 Baker Rd,Red Bluff,California,96080,40.1752466,-122.2613255,,,,,,
M&M Farm Supply,168 Wheelock St,Franklin,Texas,77856,31.0255249,-96.4850503,,,,,,
CPC Carolina Distributing,1101 Airport Rd,Shelby,North Carolina,28150,35.3115081,-81.5143127,,,,,,
Santa Margarita Feed & Farm Supply,22423 El Camino Real,Santa Margarita,California,93453,35.3904716,-120.6092681,,,,,,
KALIN'S FEED SUPPLY,6187 Alan Blvd,Punta Gorda,Florida,33982,26.941236,-81.9640665,,,,,,
Mc Abee Feed,71 McCloskey Rd A,Hollister,California,95023,36.868823,-121.399667,,,,,,
Seaberg Rice Co,"Seaberg, Industrial Rd",Dayton,Texas,77535,30.046605,-94.885203,,,,,,
Artz's Feed & Supply,2760 Oak Harbor Rd,Fremont,Ohio,43420,41.3876475,-83.1366686,,,,,,
J&J Feeds,17603 Township Rd 217,Mt Victory,Ohio,43340,40.5629035,-83.4871026,,,,,,
Kauffman Feed Mill,150 N Hickory St,Waterman,Illinois,60556,41.7683529,-88.7718488,,,,,,
Henry County Feed Mill,2648 Hwy 81,McDonough,Georgia,30252,33.4289505,-84.0662188,,,,,,
Vit-E-Men Co Inc,306 E Omaha Ave,Norfolk,Nebraska,68701,42.0176788,-97.4032774,,,,,,
Platte Valley Ranch Supply,1504 S River St,Saratoga,Wyoming,82331,41.441454,-106.8056621,,,,,,
Performance Plus Idaho,314 S 500 E,Jerome,Idaho,83338,42.6780382,-114.423182,,,,,,
Protech Nutrition Inc,209 E Jackson St,Fremont,Nebraska,68025,41.4269029,-96.4962183,,,,,,
Rose Acres Feed Mill,2080 Old Bowersville Hwy,Bowersville,Georgia,30516,34.3601264,-83.0917358,,,,,,
Insight FS,224 S 3rd St,Palmyra,Wisconsin,53156,42.8760133,-88.5838006,,,,,,
Holliday's Equipment,3180 SC-14,Laurens,South Carolina,29360,34.5445022,-82.0685729,,,,,,
East Texas Farm & Ranch Supply,216 W Broadway St,Jefferson,Texas,75657,32.7612075,-94.3578262,,,,,,
Country Living Feed and Supply,15408 CA-178,Weldon,California,93283,35.6488781,-118.3575239,,,,,,
Nutriad,420 Airport Rd # C,Elgin,Illinois,60123,42.06887,-88.2877145,,,,,,
Devenish Nutrition,2320 Lake Ave,Fairmont,Minnesota,56031,43.6598387,-94.495908,,,,,,
Poulin Grain,84 Pleasant St,Granby,Massachusetts,1033,42.2447841,-72.5416328,,,,,,
Link Feed Ingredients & Mineral,3671 Co Rd 5,Hereford,Texas,79045,34.7935113,-102.411149,,,,,,
Texas Feed Fat Co Inc,149 Dairy Rd,Hereford,Texas,79045,34.8220932,-102.3720808,,,,,,
Hogslat,2280 US-412,Siloam Springs,Arkansas,72761,36.1760686,-94.5641634,,,,,,
Miller AG Services & Supply,637-501 N Main St,Eden,Texas,76837,31.2247299,-99.846261,,,,,,
Princeton AG Supply,409 E Princeton Dr,Princeton,Texas,75407,33.1733062,-96.4947678,,,,,,
Hilander Feed Co.,618 Military St,Georgetown,Kentucky,40324,38.2029106,-84.5516758,,,,,,
"Nodaway Ag, LLC",2317 260th St,Greenfield,Iowa,50849,41.2739257,-94.4500274,,,,,,
Clear Springs Foods Inc.,1200 Burley Ave,Buhl,Idaho,83316,42.5941371,-114.7621745,,,,,,
Cooper Produce,201 N Chestnut St,Monterey,Tennessee,38574,36.1481793,-85.2656731,,,,,,
Quality Livestock Feed & Seed,1435 Westpoint Ave,Colorado City,Texas,79512,32.3895209,-100.8469366,,,,,,
Ricardo Ranch & Feed,117 Wagner St,Kingsville,Texas,78363,27.423666,-97.8527492,,,,,,
Land O'Lakes Purina Feed,637 NW Lake Jeffery Rd,Lake City,Florida,32055,30.1965368,-82.649978,,,,,,
Osage Valley Harness And Supply & Feed,"2HX7+VG Andrew Schrock, 10519 Albert Rd",Rich Hill,Missouri,64779,38.0496366,-94.4360678,,,,,,
Homestead Feed & Supply,821 8th St,Springfield,South Dakota,57062,42.8540906,-97.8966601,,,,,,
Gold Star Feed,1282 Farm to Market 455 W,Sanger,Texas,76266,33.3732692,-97.1299394,,,,,,
B's Bully Supply and Feed,4504 Duncan Rd,Phelan,California,92371,34.4704548,-117.5637794,,,,,,
Ulrich Feeds,140 N 3rd Ave,Stratford,Wisconsin,54484,44.8015625,-90.0766842,,,,,,
"C & M SUPPLY, LLC",9506 Augusta Rd,Pelzer,South Carolina,29669,34.6267946,-82.3907039,,,,,,
Louis J. Gale & Son Inc.,3455 Canal Rd,Bouckville,New York,13310,42.8883833,-75.5520382,,,,,,
NY Hay Sales,7150 Hoose Rd,Earlville,New York,13332,42.7734319,-75.5250535,,,,,,
Bluebonnet Feeds,100 Mill St SE,Ardmore,Oklahoma,73401,34.1703269,-97.1273348,,,,,,
Timmerman 1 Sterling CO,14352 Co Rd 22,Sterling,Colorado,80751,40.5790101,-103.3088167,,,,,,
Copper Hay Co,110 E Beale St,Kingman,Arizona,86401,35.1896713,-114.0572131,,,,,,
R&C's Hay Sales,2163 Airway Ave,Kingman,Arizona,86409,35.2250898,-114.0273212,,,,,,
United Livestock Commodities,5080 US-45,Mayfield,Kentucky,42066,36.6979468,-88.7036451,,,,,,
Peacock's Feed / Boutique & Gifts / Propane Refill Station,122 W Water St Ste J,Weatherford,Texas,76086,32.7638753,-97.7991122,,,,,,
Icelandic+,18 Graf Rd UNIT 26,Newburyport,Massachusetts,1950,42.802676,-70.8863089,,,,,,
Walden Farm & Ranch Supply,1450 Mineral Wells Hwy,Weatherford,Texas,76086,32.7603979,-97.8221113,,,,,,
Davy's & Jim's Feed Store Inc,1541 Grundy Ave,Moville,Iowa,51039,42.4824455,-96.0860702,,,,,,
TC Warehouse,304 E 4th St,Hallettsville,Texas,77964,29.4438892,-96.9410861,,,,,,
Country Supply Inc,8910 Rutledge Pike,Mascot,Tennessee,37806,36.075107,-83.769161,,,,,,
Northfield feed Mill,"1291, 1293 330th St W",Northfield,Minnesota,55057,44.4718591,-93.1250052,,,,,,
Hubbard Feeds,109 S Home St,Corrigan,Texas,75939,30.9961709,-94.8275596,,,,,,
Wildcat Feeds LLC,215 NE Strait Ave,Topeka,Kansas,66616,39.0565407,-95.6341592,,,,,,
Wingate Grocery & Feed,90 Fleetwood Ave,Willacoochee,Georgia,31650,31.3397959,-83.0450772,,,,,,
Lone Star Feed-Fertilizer,W Main St,Humble,Texas,77338,29.9979427,-95.2658415,,,,,,
Red Chain Feeds - Stephenville,310 FM2303,Stephenville,Texas,76401,32.2403889,-98.2171784,,,,,,
Wayne Feeds,109 E Bodenhamer St,Kernersville,North Carolina,27284,36.1223753,-80.0703807,,,,,,
Bainbridge Feed & Su,4988 US-50 W,Bainbridge,Ohio,45612,39.230935,-83.2565496,,,,,,
Delta Cache,200-298 N 450 W,Delta,Utah,84624,39.3569788,-112.584531,,,,,,
J R's Sales Co LLC,3737 US-1,Vass,North Carolina,28394,35.249921,-79.288186,,,,,,
"Florida Rodeo, Inc",360 S Lakeview Dr #1,Lake Helen,Florida,32744,28.980031,-81.23201,,,,,,
Whitman's Feed Store,40 Martin Rd,Shaftsbury,Vermont,5262,42.9838664,-73.2231524,,,,,,
JRG Livestock & Pet Supply,1001 E Main St,Lake City,Iowa,51449,42.2670221,-94.7232255,,,,,,
Hard 8 outdoors and feed,2203 S Margaret Ave,Kirbyville,Texas,75956,30.6398029,-93.901184,,,,,,
Quality Liquid Feeds Inc,321 Cedar Falls Rd,Menomonie,Wisconsin,54751,44.9120714,-91.9278264,,,,,,
Purina Animal Nutrition,767 Old Chillicothe Rd SE,WSHNGTN CT HS,Ohio,43160,39.5312739,-83.4063258,,,,,,
Flint River Mills Inc,803 Spring Creek Rd,Bainbridge,Georgia,39817,30.9089528,-84.5956916,,,,,,
Flint River Mills Inc,803 Spring Creek Rd,Bainbridge,Georgia,39817,30.9089528,-84.5956916,,,,,,
Livestock Nutrition Center,409 S Sheppard St,Chickasha,Oklahoma,73018,35.0468093,-97.9314319,,,,,,
T6 Hardware & Feed LLC,1013 US-271,Antlers,Oklahoma,74523,34.2428187,-95.6057582,,,,,,
Stille LLC,1300 Hildreth St,Charles City,Iowa,50616,43.054032,-92.675854,,,,,,
Melick Aqua Feed,75 Orchard Dr,Catawissa,Pennsylvania,17820,40.9267901,-76.4959418,,,,,,
Womble Feed Mill & Farm Supply,160 McDougald Rd,Lillington,North Carolina,27546,35.3959572,-78.8499429,,,,,,
Marsyt Inc,54 Brown St,Elizabethtown,Pennsylvania,17022,40.1474818,-76.6110701,,,,,,
Purina Mills Inc,827 2nd Ave SE,Aberdeen,South Dakota,57401,45.4633767,-98.4758125,,,,,,
Feed store,25203 Roberts Dr,Black Diamond,Washington,98010,47.3163485,-122.0055006,,,,,,
Sudan Livestock & Feeding Co,US-84,Sudan,Texas,79371,34.0684312,-102.5254157,,,,,,
Burbank Products,480 Railex Rd,Burbank,Washington,99323,46.131814,-118.9315292,,,,,,
Worthington Grain & Feed Inc.,Joosten Rd,Worthington,Minnesota,56187,43.6327029,-95.5693867,,,,,,
Cedar Lane Ag,26 Allis Ave,Moravia,New York,13118,42.7129799,-76.427332,,,,,,
Nature Anywhare,306 W Main St #512,Frankfort,Kentucky,40601,38.1987264,-84.8779241,,,,,,
Triple Star Horse Feed,2 Elzey Ave,Elmont,New York,11003,40.7075867,-73.7143785,,,,,,
Sporting Valley Feeds LLC,934 Junction Rd,Manheim,Pennsylvania,17545,40.1412244,-76.4082646,,,,,,
"Meal and More, Inc.",130 W 3rd St,Morrice,Michigan,48857,42.8386425,-84.1783003,,,,,,
Dixonville Feed,18368 Dixonville Rd,Roseburg,Oregon,97470,43.2027859,-123.2418641,,,,,,
Horse Sense Balanced Optimal Nutrition,4292 Belvoir Rd,Marshall,Virginia,20115,38.8596147,-77.8203376,,,,,,
SPORT HORSE NUTRITION,3080 Fairlane Farms Rd,Wellington,Florida,33414,26.6331562,-80.2215817,,,,,,
Hardin Feed,118 Labrador Dr,Randleman,North Carolina,27317,35.8971131,-79.8109553,,,,,,
Kalmbach Feeds of Indiana MVpigs,1481 S Germantown Rd,Pershing,Indiana,47370,39.8107876,-85.1355846,,,,,,
Labudde Group Inc,"W63 N583, W63N583 Hanover Ave",Cedarburg,Wisconsin,53012,43.2965967,-87.9892908,,,,,,
Brumfield Feed LLC,372 Shannon Run Rd,Versailles,Kentucky,40383,38.0383,-84.6559174,,,,,,
Thomas Farm Feed & Hay Supply,10700 Okeechobee Rd,Fort Pierce,Florida,34945,27.4061603,-80.4344792,,,,,,
Larsen Farms (Hwy 27),13221 US-27,Ocala,Florida,34482,29.2838522,-82.3374568,,,,,,
Northwest Feed & Grain Co,8625 Military Rd,Omaha,Nebraska,68134,41.3103408,-96.0492935,,,,,,
Jenkins Feed Services,3520 TN-76 W,Adams,Tennessee,37010,36.5468619,-87.1083881,,,,,,
Hobbs Feed LLC,3447 E 150 S,Hobbs,Indiana,46047,40.2832874,-85.9488701,,,,,,
Furst McNess,668 NW Waldo St,Lake City,Florida,32055,30.2092446,-82.648091,,,,,,
McRay Feed LLC,268 Mundys Landing Rd,Harrodsburg,Kentucky,40330,37.8332085,-84.8437755,,,,,,
Tractor Supply-Ste-103,1150 Arbor Ave,Tracy,California,95304,37.7682104,-121.4108973,,,,,,
McKoin Farms,12539 Bailey Store Rd,Bonita,Louisiana,71223,32.8647888,-91.7106724,,,,,,
Tractor Supply Co.,20 Litchfield Plaza,Litchfield,Illinois,62056,39.181995,-89.668816,,,,,,
Quality Feed Products,3033 Asbury Rd,Albertville,Alabama,35951,34.3732753,-86.1306199,,,,,,
Greens Outdoors & More,6491 New Jesup Hwy,Brunswick,Georgia,31523,31.2502188,-81.5519378,,,,,,
CHS Nutrition,526 E 1st St,Valentine,Nebraska,69201,42.8723431,-100.5443825,,,,,,
Gantt Feed & Seed,3302 Sugar Pike Rd,Canton,Georgia,30115,34.1697744,-84.3776718,,,,,,
Remount Equine Supplement,8 SW 10th Ave,Ontario,Oregon,97914,44.0174655,-116.9659192,,,,,,
Delmarva Feed,29231 Morgnec Rd,Kennedyville,Maryland,21645,39.2731494,-75.952865,,,,,,
Plant City Feed,3014 James L Redman Pkwy,Plant City,Florida,33566,27.9798613,-82.1206368,,,,,,
Howard JC Grain Co,1373 Davis Mill Rd,Deep Run,North Carolina,28525,35.1007689,-77.6834517,,,,,,
Homeworth Feed and Grain,4401 Middle St,Homeworth,Ohio,44634,40.8376533,-81.0671818,,,,,,
Adamsville Farm & Ranch Supply,16624 US-281,Lampasas,Texas,76550,31.3005048,-98.1685179,,,,,,
Figueroa Hay & Grain Inc.,37751 90th St E,Littlerock,California,93543,34.568461,-117.9703382,,,,,,
OLS Tubs,9010 Rodeo Rd,Marshall,North Dakota,58644,47.1377368,-102.3141815,,,,,,
CBI Feeds,17141 S Redland Rd,Oregon City,Oregon,97045,45.3478599,-122.5148025,,,,,,
Albright's Mill,9927 Kistler Valley Rd,Kempton,Pennsylvania,19529,40.6253404,-75.8537493,,,,,,
B H Wildlife Feed Nutrients,6535 Lincolnton Rd,Lincolnton,Georgia,30817,33.740516,-82.5458858,,,,,,
Triple H Feeds,19765 Lawrence 266,Miller,Missouri,65707,37.2089492,-93.7018063,,,,,,
Rothco Feed Services Inc,3050 Ramada Dr,Paso Robles,California,93446,35.5759724,-120.695984,,,,,,
Bunge North America,4513 Western Ave,Lisle,Illinois,60532,41.8025572,-88.0949359,,,,,,
The Peacock Company (Simon Pet Supply),7050 SW 46th St,Miami,Florida,33155,25.7276729,-80.308198,,,,,,
Sunrise Feed Barn LLC,1357 E Hoop Rd,Xenia,Ohio,45385,39.6695892,-83.8823781,,,,,,
Hillside Feed Hay & Supply LLC,1766 N Reedsburg Rd,Wooster,Ohio,44691,40.8207021,-82.1174279,,,,,,
KC Feeds,777 El Pomar Dr,Templeton,California,93465,35.5551682,-120.6834135,,,,,,
Bauman's Feed Mill,24161 NW Kentucky Rd,Garnett,Kansas,66032,38.2449741,-95.3339844,,,,,,
Roberta Farm and Garden,581 E Crusselle St,Roberta,Georgia,31078,32.72637,-84.004423,,,,,,
Energy Feeds Inc,1522 E Elgin St,Caldwell,Idaho,83605,43.6644404,-116.6738878,,,,,,
H Paulson Livestock and Feed,27678 OR-99W,Corvallis,Oregon,97333,44.3913658,-123.2855701,,,,,,
MT Feed and Supply,9416 OH-99,Monroeville,Ohio,44847,41.3229393,-82.7461611,,,,,,
MT Feed and Supply,9416 OH-99,Monroeville,Ohio,44847,41.3229393,-82.7461611,,,,,,
Wanamaker Feed & Seed,4410 Northeastern Ave,Indianapolis,Indiana,46239,39.7041494,-86.0102075,,,,,,
Feed & Grain System Inc,1334 Old Muscatine Rd,Tipton,Iowa,52772,41.7526685,-91.114907,,,,,,
Producers Co-Op - Seguin,3038 I-10 Frontage Rd,Seguin,Texas,78155,29.5638771,-98.0301231,,,,,,
Larsen Farms - Ocala warehouse,2000 NE 16th Ct,Ocala,Florida,34470,29.2063977,-82.1163847,,,,,,
Scramlin Feeds LLC,3620 Jossman Rd,Holly,Michigan,48442,42.7968333,-83.4902326,,,,,,
Southern Feed & Farm,233 Williamsburg County Hwy,Kingstree,South Carolina,29556,33.6911678,-79.8195957,,,,,,
Firstfruits Feed,6848 180th Ave NE,Redmond,Washington,98052,47.6672831,-122.0998272,,,,,,
Firstfruits Feed,6848 180th Ave NE,Redmond,Washington,98052,47.6672831,-122.0998272,,,,,,
Tyson Animal Foods(River Valley),7755 State Hwy 393,Scranton,Arkansas,72863,35.3753427,-93.5699491,,,,,,
JP Enterprises,514 Washington St,La Porte,Indiana,46350,41.6136882,-86.7204138,,,,,,
Pasturas Los Alazanes,4868 Kennedale New Hope Rd,Fort Worth,Texas,76140,32.6109348,-97.2217924,,,,,,
Williams Feed,8124 SC-357,Campobello,South Carolina,29322,35.1096147,-82.1558167,,,,,,
Mesa Feed Products,"200 E Brady Ave, S Main St",Clovis,New Mexico,88101,34.3907979,-103.2036379,,,,,,
Feed Bag Inc,1000 W Brady Ave,Clovis,New Mexico,88101,34.3905249,-103.2164375,,,,,,
Curry County Fertilizer & Feed,4309 S Prince St,Clovis,New Mexico,88101,34.3424725,-103.1965026,,,,,,
Westway Feed Products LLC,,,New Mexico,,34.3113113,-103.2210307,,,,,,
Liberty Feed and Bean Meal,5367 E 700 N,Shelbyville,Indiana,46176,39.625517,-85.6817767,,,,,,
The Crabby Mare,8045 Amberleigh Ln,La Plata,Maryland,20646,38.4908874,-76.8616093,,,,,,
Triple A Brand Meat Co,43465 US-24,Burlington,Colorado,80807,39.3005444,-102.3646022,,,,,,
Klaphake Feed Mill Inc,36177 Co Rd 186,Melrose,Minnesota,56352,45.6725944,-94.86451,,,,,,
Iron Horse Hay & Feed,19435 244th Ave SE,Maple Valley,Washington,98038,47.4277512,-122.016176,,,,,,
Dorris Farm and Feed,24077 CA-49,Nevada City,California,95959,39.3181395,-121.1041229,,,,,,
Tyson Foods Inc,40 Cooley Spring Road,Mt Olive,Mississippi,39119,31.6818942,-89.6649532,,,,,,
Tyson Foods Inc,40 Cooley Spring Road,Mt Olive,Mississippi,39119,31.6818942,-89.6649532,,,,,,
Zoucha Hay Grinding,2491 Norco Rd,Albion,Nebraska,68620,41.6990538,-98.0135376,,,,,,
Gardiner Feed & Garden Center,19 Maine Ave,Gardiner,Maine,4345,44.2301894,-69.7710681,,,,,,
Cargill,23440 NE Glisan St,Gresham,Oregon,97030,45.5267562,-122.4226417,,,,,,
Cargill,23440 NE Glisan St,Gresham,Oregon,97030,45.5267562,-122.4226417,,,,,,
Dan's feed,15368 NC-24 #27,Eagle Springs,North Carolina,27242,35.3893361,-79.6486337,,,,,,
Hickling Feed Inc.,527 N Samsula Dr,New Smyrna Beach,Florida,32168,29.0430412,-81.0502166,,,,,,
Excel Equine Feeds,165 N Clay St,Louisville,Kentucky,40202,38.2573615,-85.7391291,,,,,,
Sandifer Feed & Seed,5999 Wylie Ave,Hickory Grove,South Carolina,29717,34.9828821,-81.4167495,,,,,,
Deig Feed,6815 Uebelhack Rd,Mt Vernon,Indiana,47620,37.9369572,-87.7283402,,,,,,
Nilsen Company,1241 Evergreen Rd #9728,Redway,California,95560,40.1210666,-123.7993259,,,,,,
Hake's Farm & Seed Services,11744 Winterstown Rd #8014,Red Lion,Pennsylvania,17356,39.8453131,-76.6212164,,,,,,
OLS Tubs,,,,,46.423669,-129.9427086,,,,,,
"Syfrett Feed Company, Inc.",3079 NW 8th St,Okeechobee,Florida,34972,27.2513104,-80.8607161,,,,,,
The Feedery,2805-2973 NW 8th St,Okeechobee,Florida,34972,27.2512313,-80.8579707,,,,,,
Lisa's Feed,265 NE Commercial Cir,Keystone Heights,Florida,32656,29.7860021,-82.0272651,,,,,,
Jerry’s Organic Supply,54998 Co Rd 43,Middlebury,Indiana,46540,41.6968122,-85.6673057,,,,,,
Oppliger Feeders Office Scales,23244 NE-23,Dickens,Nebraska,69132,40.850212,-101.0382289,,,,,,
Seminole Feed Stores - 40 West,5740 FL-40,Ocala,Florida,34482,29.1859727,-82.2146056,,,,,,
Mc Fleeg Inc,1076 Fuller Ave,Bowdle,South Dakota,57428,45.4537814,-99.657081,,,,,,
"Origination, LLC",1802 Wooddale Dr Suite 200,Woodbury,Minnesota,55125,44.923816,-92.9668431,,,,,,
Wild City Feed & Seed,,,,,40.9022775,-80.850686,,,,,,
The Feed Store @ MFC,1755 N Pleasant View Rd,Middleton,Wisconsin,53562,43.0937917,-89.5341027,,,,,,
Falasco Feed,9948 N 2420 Rd,Weatherford,Oklahoma,73096,35.573952,-98.6831644,,,,,,
Medalist Feed,7450 E 4500 S Rd,Delta,Utah,84624,39.2878899,-112.4369028,,,,,,
Haggard's Alfalfa & Feed,1018 Co Rd 4001,New Boston,Texas,75570,33.4570406,-94.4478655,,,,,,
"Brother's Feed Service, LLC",209 E Jackson St,Fremont,Nebraska,68025,41.426945,-96.4961037,,,,,,
