Company Name,Lat / Long,Street_Address,City,State_Parsed,ZIP_Parsed,Phone_Number,Title,Manager_Name,Email,Capacity,Category,CWTS_Flour_Mills
United Grain Corp.,,31005 Launch Lane,Umatilla,OR,97882,(541) 278-5018,,,info@unitedgrain.com,"2,600,000 bus up.",Grain,
Consolidated Grain & Barge Co.,,31051 E. 3200 N. Rd.,Dwight,IL,60420,(815) 584-1111; (888) 317-5444,GM,Nathan Schmidgall,,"2,274,000 bus up; 2,141,000 bus",Grain,
"Co-Alliance, Llp",,311 W. Kelly Rd.,Frankfort,IN,46041,(765) 659-3354,Facility Manager,Clint Noyes,kendall.bergman@bunge.com,"600,000 bus up; 400,000 bus fl.",Grain,
Heartland Co-Op,,3111 290th St.,Gilman,IA,50106,(641) 478-3296; (800) 542-7887,Manager,Brett Schnathorst,info@heartlandcoop.com,"6,285,000 bus up; 1,800,000 bus fl.",Grain,
Alliance Grain Co.,,"312 W. Ohio, R.R. #1, Box 101K",Sibley,IL,61773,(217) 745-2336,Location supervisor,Dan Farmer,,"1,700,000 bus up. Svc: Dry",Grain,
"Cargill, Incorporated",,"3126 174th Ave., P.O. Box 187",Hamburg,IA,51640,(712) 382-2422,,,,"920,000 bus up.",Grain,
"Cargill, Incorporated",,"313 Main St., P.O. Box 36",Alberta,MN,56207,(320) 324-7461,,,,"3,430,000 bus up.",Grain,
"The Andersons, Inc.",,313 Railroad St.,Riverdale,NE,68870,(308) 893-4161,"Director, operations",Adam Weedman,,"3,205,000 bus up",Grain,
"The Andersons, Inc.",,313 S. Anne St.,Reading,MI,49274,(517) 283-2156,Operations supervisor,Jake Drake,info@coopelev.com,"4,033,000 bus up; 480,000 bus fl.",Grain,
Landus Cooperative,,314 N. Main St.,Rake,IA,50465,(641) 566-3351,Regional manager,Amanda De Jong,,"2,569,000 bus up; 1,824,000 bus fl.",Grain,
Kerry,,"3141 W. North Ave., #1108",Melrose Park,IL,60160,(708) 450-3260,,,info@kerry.com,,Mix Plants,
Howlett Farms,,3142 Bronson Hill Rd.,Livonia,NY,14487,(585) 226-8340,,,,"703,000 bus up.",Grain,
Prairie Central Co-Op,,31469N 2550 E. Rd.,Chenoa,IL,61726,(815) 945-7866,Plant manager,Matt Miller,,"4,390,000 bus up.",Grain,
"Grain Millers, Inc.",,315 Madison St.,Eugene,OR,97402,(541) 687-8000,,,darren.schubert@grainmillers.com,,Specialty Mills,
"Grain Millers, Inc.",,315 Madison St.,Eugene,OR,97402,(541) 687-8000; (800) 443-8972,,,darren.schubert@grainmillers.com,,Specialty Mills,
"Grain Millers, Inc.",,315 Madison St.,Eugene,OR,97402,(541) 687-8000,,,darren.schubert@grainmillers.com,,Specialty Mills,
"Grain Millers, Inc.",,315 Madison St.,Eugene,OR,97402,(541) 687-8000,,,darren.schubert@grainmillers.com,,Specialty Mills,
"Grain Millers, Inc. (West Coast Operations)",,315 Madison St.,Eugene,OR,97402,(541) 687-8000,,,darren.schubert@grainmillers.com,,Specialty Mills,
"Grain Millers, Inc. (West Coast Operations)",,315 Madison St.,Eugene,OR,97402,(541) 687-8000,,,darren.schubert@grainmillers.com,,Specialty Mills,
"Grain Millers, Inc.",,315 Madison St.,Eugene,OR,97402,(541) 687-8000,,,darren.schubert@grainmillers.com,,Mix Plants,
"The Andersons, Inc.",,315 N. Auburn,Auburn,MI,48611,(989) 662-4423,Operations Supervisor,Mark Hintz,,"1,983,000 bus up; 700,000 bus fl.",Grain,
Siemer Milling Co.,,315 Quintin Court,Hopkinsville,KY,42240,(270) 475-9990,Merchandiser,Jonathan Poston,,"4,170,000 bus up",Grain,
Siemer Milling Co.,,315 Quintin Court,Hopkinsville,KY,42240,(270) 475-9990,Production scheduler,Karen Kocher,mlustig@siemermilling.com,"20,500 cwts",Flour mills,
Consolidated Grain & Barge Co.,,3150 Rinaldo Rd.,Owensboro,KY,42301,(270) 686-8926,Regional Manager,Jason Selking,,"792,000 bus up.",Grain,
"Producers Rice Mill, Inc.",,3156 AR-276,DeWitt,AR,72042,(870) 946-4636,Manager,Brandon Staton,info@producersrice.com,"3,114,000 bus up.",Grain,
Mgi Grain,,316 Fifth Ave. N.E.,East Grand Forks,MN,56721,(218) 773-7564,,,,,Grain,
Mgi Grain,,316 Fifth Ave. N.E.,East Grand Forks,MN,56721,(218) 773-7564,,,eltompkins@mngrain.com,"2,400 cwts",Specialty Mills,
Mgi Grain,,316 Fifth Ave. N.E.,East Grand Forks,MN,56721,(218) 773-7564,,,eltompkins@mngrain.com,,Specialty Mills,
Mgi Grain,,316 Fifth Ave. N.E.,East Grand Forks,MN,56721,(218) 773-7564,,,eltompkins@mngrain.com,"500,000 cwts.",Specialty Mills,
"Chs, Inc.",,316 W Emma St,Rockford,WA,99030,(651) 355-6445,,,,"1,800,000 bus up",Grain,
Consolidated Grain & Barge Co.,,3164 Southside Ave.,Cincinnati,OH,45204,(513) 244-7400,Regional manager,Jason Selking,,"1,795,000 bus up.",Grain,
Consolidated Grain & Barge Co.,,"3164 Southside, P.O. Box 145525",Cincinnati,OH,45204,(513) 244-7400,Regional manager,Jason Selking,,"1,602,000 bus up.",Grain,
"Ray-Carroll County Grain Growers, Inc.",,317 Centre St.,Sumner,MO,64681,(800) 545-1878,Manager,Jeff Junkins,,"543,000 bus up.",Grain,
Frontier Cooperative Co.,,3176 K Rd.,Syracuse,NE,68446,(402) 269-3536,Regional manager,Matt Wilson,matt.wilson@frontiercooperative.com,"1,840,000 bus up",Grain,
"Cargill, Incorporated",,3185 Old Indiana 122,Boston,IN,47324,(765) 935-1621,,,,"499,000 bus up; 400,000 bus fl.",Grain,
Morrison Milling Co.,,"319 E. Prairie St., P.O. Box 719",Denton,TX,76202,(940) 387-6111,President,John D. Buckles,jbuckles@chg.com,"850,000 bus up.",Grain,
"The Morrison Milling Co., Llc",,"319 E. Prairie, P.O. Box 719",Denton,TX,76201,(940) 387-6111,"Director, operations",James Williams,,"5,000 cwts.",Flour mills,
"The Morrison Milling Co., Llc",,"319 E. Prairie, P.O. Box 719",Denton,TX,76201,(940) 387-6111,"Director, operations",James Williams,,"1,200 bus",Specialty Mills,
"The Morrison Milling Co., Llc",,"319 E. Prairie, P.O. Box 719",Denton,TX,76201,(940) 387-6111,"Director, operations",James Williams,,,Mix Plants,
The Mennel Milling Co.,,320 Findlay St.,Fostoria,OH,44830,(419) 436-5130,Plant manager,Mark Phillips,fostoriaflourmill@mennel.com,"28,000 cwts",Flour mills,
The Mennel Milling Co.,,320 Findlay St.,Fostoria,OH,44830,(419) 436-5130,Plant manager,Mark Phillips,fostoriaflourmill@mennel.com,,Specialty Mills,
The Mennel Milling Co.,,320 Findlay St.,Fostoria,OH,44830,(419) 436-5130,Plant manager,Mark Phillips,fostoriaflourmill@mennel.com,,Specialty Mills,
Consolidated Grain & Barge Co.,,"320 Turner St., P.O. Box 90",Uniontown,KY,42461,(270) 822-4241,general manager,Derek Oliver,,"2,541,000 bus up.",Grain,
"Cargill, Incorporated",,3201 Needmore Rd.,Dayton,OH,45414,(937) 236-1971,,,,,Specialty Mills,
Bakemark,,3202 Ninth St. S.E. Calgary,AB,,T2G 3C3,(403) 243-5493,,,information@bakemark.com,,Mix Plants,
"Bunge Milling, Inc.",,321 E. North St.,Danville,IL,61834,(217) 442-1800,manager,Dave Clark,dave.clark@bunge.com,"11,965,000 bus up.",Grain,
Bunge Milling,,321 E. North St.,Danville,IL,61834,(217) 442-1800,"VP; Manager, sales",Gregg Christiansen,millingsales@bunge.com,,Specialty Mills,
"Cargill, Incorporated",,"321 W. First Rd., P.O. Box 378",LaPaz,IN,46537,(574) 784-8233,,,,"801,000 bus up.",Grain,
"Farmers Rice Milling Co., Inc.",,3211 Hwy. 397 S.,Lake Charles,LA,70615,(337) 433-5205,CEO,Ann Stone,sales@frmco.com,"8,000,000 cwts.",Specialty Mills,
The Scoular Company,,3220 Rd. 107,Sidney,NE,69162,(800) 548-5998,Facility manager,Ben Hardy,information@scoular.com,"3,870,000 bus up",Grain,
Frontier Cooperative Co.,,3221 35th Rd.,Silver Creek,NE,68663,(308) 773-2225; (800) 342-0073,branch manager,Tyler Fix,tyler.fix@frontiercooperative.com,"2,437,000 bus up",Grain,
Consolidated Grain & Barge Co.,,32211 102nd St.,Hull,IL,62343,(217) 432-8321; (800) 637-3111,GM,Jay Day,,"2,935,000 bus up.",Grain,
Adm Milling Co.,,323 Meridian St.,Carthage,MO,64836,(417) 358-2197,Commercial manager,Charlotte Montague,milling@adm.com,"8,500 cwts",Flour mills,
Adm Milling Co.,,"323 Meridian St., P.O. Box 427",Carthage,MO,64836,(417) 358-2197,Commercial Manager,Charlotte Montague,milling@adm.com,"850,000 bus up.",Grain,
Sullivan Grain Co.,,323 N. Hollaway St.,Sullivan,IN,47882,(812) 268-4334,,,,"2,220,899 bus up",Grain,
Landus Cooperativ,,3231 358th St.,Ulmer,IA,51450,(712) 657-8770,Regional manager,Randy Main,,"909,000 bus up",Grain,
"Viterra Usa Grain, Llc",,3237 E. State Rd. 236,Roachdale,IN,46172,(765) 946-7000,Manager,Matt Schmitt,,"2,102,000 bus up; 1,079,000 bus fl",Grain,
"Bartlett Grain Company, Lp",,"324 Riverfront Rd., P.O. Box 378",Atchison,KS,66002,(913) 367-2303; (800) 247-5544,Origination Manager,Adam Gruber,a.gruber@bartlettco.com,"4,838,000 bus up.",Grain,
Agtegra Cooperative,,32450 U.S. Hwy. 12,Bowdle,SD,57428,(605) 285-6533,Location manager,Tom Bass,,"6,900,000 bus up.",Grain,
Shakopee River Terminal,,3251 E. Hwy. 101,Shakopee,MN,55377,(952) 445-8672,,,,"3,370,000 bus up.",Grain,
Prairie Central Co-Op,,32546 N. 2100 E.,Dwight,IL,60420,(815) 584-2051,plant manager,Tyler Lowe,jacob.meyer@bunge.com,"2,216,000 bus up.",Grain,
Landus Cooperative,,"326 Railway, P.O. Box 66",Templeton,IA,51463,(712) 669-3351,Regional manager,Ethan Taube,,"2,868,000 bus up; 926,000 bus fl.",Grain,
Landus Cooperative,,3265 Durant Ave.,Yetter,IA,51433,(712) 464-3688,Regional manager,Randy Main,,"2,657,000 bus up; 506,000 bus fl.",Grain,
"Viterra Usa Grain, Llc",,3274 Carrollton Rd.,Carrollton,MI,48724,(989) 754-1460,Manager,Peter Jones,,"3,153,000 bus up",Grain,
"Columbia Grain International, Llc",,"329 Wardwell St., Box 7",Arvilla,ND,58214,(701) 343-6273,Manager,Tyler Kieffer,pdxmerchants@columbiagrain.com,"2,392,000 bus up",Grain,
"Farmers Grain Terminal, Inc.",,330 Farmers Grain Rd.,Mound,LA,71282,(318) 574-0564,Manager,Sam Russell,,"3,125,000 bus up",Grain,
Tate & Lyle,,3300 U.S. 52 S.,Lafayette,IN,47902,(765) 477-5365,Plant manager,Travis Montoya,,,Specialty Mills,
"Brill, Inc.",,3301 Montreal Industrial Way,Tucker,GA,30084,(800) 241-8526,,,info@brillinc.com,,Mix Plants,
"Barilla America, Inc.",,3311 E. Lincoln Way,Ames,IA,50010,(515) 956-4400,Branch manager,Dave Bramon,sara.hatcher@barilla.com,"12,000 cwts.",Specialty Mills,
"Bartlett Grain Company, Lp",,3311 N. Emporia,Wichita,KS,67219,(316) 838-7421,Origination manager,Jeremy White,j.white@bartlettco.com,"12,080,000 bus up",Grain,
"Bruce Oakley, Inc.",,332 Hwy. 212 E.,Dumas,AR,71639,(870) 382-5100,Manager,T.J. Reed,pendleton@bruceoakley.com,"4,400,000 bus up.",Grain,
"Snavely'S Mill, Inc.",,333 Snavely Mill Rd.,Lititz,PA,17543,(717) 626-6256,"Director, sales & marketing",Dave Braun,dbraun@snavelysmill.com,"10,000 cwts",Flour mills,
"Snavely’S Mill, Inc.",,333 Snavely Mill Rd.,Lititz,PA,17543,(717) 626-6256,GM,Sherry Hibshman,dbraun@snavelysmill.com,"1,500 cwts",Specialty Mills,
"Hopkinsville Elevator Co., Inc.",,333 Watermelon Rd.,Russellville,KY,42276,(800) 488-6388,Facility manager,Joseph Gilland,joe@hop-elevator.com,"1,444,000 bus up",Grain,
"Columbia Grain International, Llc",,"3334 Rural Old 10, P.O. Box 696",Valley City,ND,58072,(701) 845-1921,GM,Jeff Triebold,pdxmerchants@columbiagrain.com,"5,543,000 bus up",Grain,
Archer Daniels Midland Co.,,3338 Louisiana Hwy. 44,Paulina,LA,70763,(225) 869-3889,Superintendent,Tom Hall,,"2,480,000 bus up.",Grain,
The Scoular Company,,3339 E. Country Club Rd.,Salina,KS,67401,(800) 657-2552,Regional Manager,Brian Ring,information@scoular.com,"10,600,000 bus up.",Grain,
"Riceland Foods, Inc.",,3342 AR-90,Delaplaine,AR,72425,(870) 249-3238,District Manager,Daniel Bryant,riceland@riceland.com,"782,000 bus up.",Grain,
"Michigan Agricultural Commodities, Inc.",,"3346 Main St., P.O. Box 248",Marlette,MI,48453,(517) 635-3578; (800) 647-4628,Facility Manager,Chuck Kunisch,ckunisch@michag.com,"4,500,000 bus up; 950,000 bus fl.",Grain,
Alliance Grain Co.,,33573 E. 1300 N. Rd.,Chatsworth,IL,60921,(815) 689-2673; (800) 435-9130,"Assistant manager, operations",Jamie Stein,,"1,983,000 bus up.",Grain,
"A. Fiorillo Co., Inc.",,336 Clark St,Milldale,CT,6467,(860) 628-0358,President,Gary Gaber,,,Mix Plants,
"Columbia Grain International, Llc",,3365 Whitlash Rd.,Chester,MT,59522,(406) 759-5943; (855) 321-1452,Manager,Chet Wolery,pdxmerchants@columbiagrain.com,"1,082,000 bus up.",Grain,
"Cargill, Incorporated",,337 Grain Terminal Rd.,Burbank,WA,99323,(509) 547-6624,,,,"1,000,000 bus up",Grain,
Pride Ag Resources,,33760 E. U.S. Hwy. 156,Kalvesta,KS,67856,(620) 855-3591,Branch manager,James Dye,jdye@prideag.com,"1,239,000 bus up",Grain,
Snavely'S Mill,,338 N. Railroad St.,Palmyra,PA,17078,(717) 626-6256,"Director, sales & marketing",Dave Braun,dbraun@snavelysmill.com,"3,000 cwts.",Flour mills,
"The Andersons, Inc.",,3389 W. County Rd. 300 S.,Logansport,IN,46947,(574) 737-2480,Plant operations managers,Jeremy Frerichs,,"4,500,000 bus up",Grain,
Quaker Foods North America,,34 Hunter St. E.,Peterborough,ON,K9J 7B2,(705) 743-6330,,,,"4,000 cwts",Specialty Mills,
"Producers Rice Mill, Inc.",,340 S Main St,Eudora,AR,71640,(870) 355-2506,Manager,Jodie Faircloth,,"961,000 bus up.",Grain,
Hansen-Mueller Co.,,340 S.W. Blvd.,Kansas City,KS,66103,,,,,"4,545,000 bus up",Grain,
"Cargill, Incorporated",,340 Southwest Blvd.,Kansas City,KS,66103,(913) 831-3477,,,,"4,332,000 bus up",Grain,
Giusto'S Specialty Foods & Flour Mills,,344 Littlefield Ave.,South San Francisco,CA,94080,(650) 873-6566,CEO,Craig Moore,getinfo@giustos.com,"2,000 cwts",Flour mills,
Giusto’S Specialty Foods & Flour Mills,,344 Littlefield Ave.,South San Francisco,CA,94080,(650) 873-6566,CEO,Craig Moore,getinfo@giustos.com,,Specialty Mills,
Giusto’S Specialty Foods & Flour Mills,,344 Littlefield Ave.,South San Francisco,CA,94080,(650) 873-6566,CEO,Craig Moore,getinfo@giustos.com,,Specialty Mills,
Giusto’S Specialty Foods & Flour Mills,,344 Littlefield Ave.,South San Francisco,CA,94080,(650) 873-6566,CEO,Craig Moore,getinfo@giustos.com,,Specialty Mills,
Giusto’S Specialty Foods & Flour Mills,,344 Littlefield Ave.,South San Francisco,CA,94080,(650) 873-6566,CEO,Craig Moore,getinfo@giustos.com,,Specialty Mills,
Landus Cooperative,,"345 S.W. Second, P.O. Box 400",Earlham,IA,50072,(515) 758-2221,regional manager,Ethan Taube,,"1,237,000 bus up; 2,311,000 bus fl.",Grain,
"Far West Rice, Inc.",,3455 Nelson Rd.,Nelson,CA,95958,(530) 891-1339,President,Gregory Johnson,sales@farwestrice.com,"1,000,000 cwts.",Specialty Mills,
The Scoular Company,,346 E. Orchard Park Rd.,Dexter,NM,88230,(575) 513-5690,operations manager,,information@scoular.com,"900,000 bus up.",Grain,
"Columbia Grain International, Llc",,3469 80th Ave.,Jamestown,ND,58401,(701) 775-3317,Manager,Sergio Hernandez,pdxmerchants@columbiagrain.com,"5,951,000 bus up.",Grain,
Grain Craft,,347 Industrial Rd.,Barnesville,GA,30204,(770) 358-4400,Plant Manager,Mike Keenan,,"1,450,000 bus up.",Grain,
Grain Craft,,"347 Industrial Rd., P.O. Box 160",Barnesville,GA,30204,(770) 358-4400,Plant manager,Mike Keenan,,"16,000 cwts",Flour mills,
Tyson Foods Local Grain Services,,347 S. Main St.,Dyer,TN,38330,(731) 692-2989,Sales manager,Paige Acklie,localgrainservices@tyson.com,"2,500,000 bus up",Grain,
Ardent Mills,,35 Nemco Way,Ayer,MA,1432,(978) 772-6337,Plant Manager,Joe Kochan,joseph.kochan@ardentmills.com,"1,286,000 bus up.",Grain,
Ardent Mills,,35 Nemco Way,Ayer,MA,1432,(978) 772-6337,Plant manager,Kerwin Henry,kerwin.henry@ardentmills.com,"15,000 cwts.",Flour mills,
Star Of The West Milling Co.,,35 S. Main St.,Churchville,NY,14428,(716) 293-3030,manager,Francoise Lachance,info@starofthewest.com,"995,000 bus up.",Grain,
Star Of The West Milling Co.,,35 S. Main St.,Churchville,NY,14428,(585) 293-3030,Plant manager,Marc Rippe,info@starofthewest.com,"5,600 cwts",Flour mills,
Frontier Cooperative Co.,,"351 Cottonwood St., P.O. Box 69",North Bend,NE,68649,(402) 652-8611,Branch Manager,Kyle Rasmussen,,"590,000 bus up; 1,500,000 bus fl.",Grain,
Pgp International,,"351 Hanson Way, P.O. Box 2060",Woodland,CA,95776,(530) 662-5056,CEO,Angelica Horst,info@pgpint.com,,Specialty Mills,
Pgp International,,"351 Hanson Way, P.O. Box 2060",Woodland,CA,95776,(530) 662-5056,CEO,Angelica Horst,info@pgpint.com,"14,000 cwts.",Specialty Mills,
Pgp International,,"351 Hanson Way, P.O. Box 2060",Woodland,CA,95776,(530) 662-5056; (800) 333-0110,CEO,Angelica Horst,info@pgpint.com,,Mix Plants,
Consolidated Grain & Barge Co.,,351 Hwy. 3264,Jonesville,LA,71343,(318) 339-8555,Operations Manager,Chad Chambers,,"1,530,000 bus up.",Grain,
Star Of The West Milling Co.,,"3510 State Rte. 103 E., P.O. Box 438",Willard,OH,44890,(419) 964-6000,Plant manager,Steve Michel,info@starofthewest.com,"1,200,000 bus up.",Grain,
Star Of The West Milling Co.,,"3510 State Rte. 103 E., P.O. Box 438",Willard,OH,44890,(419) 964-6000,Plant manager,Steve Michel,info@starofthewest.com,"10,000 cwts",Flour mills,
"Viterra Usa Grain, Llc",,"354 N. Cleburn, P.O. Box 687",Grand Island,NE,68802,(308) 385-3732,manager,Chad Diederich,,"788,000 bus up",Grain,
"Cargill, Incorporated",,35419 State Hwy. 60,Heron Lake,MN,56137,(507) 793-2328,Plant Manager,Seth Beyer,deani@west-con.com,"2,058,000 bus up.",Grain,
Archer Daniels Midland Co.,,3551 County Rd. 89,Hebron,ND,58638,(701) 878-4299,Manager,Shawn Schaff,,"2,832,130 bus up",Grain,
"Co-Alliance, Llp",,3551 W. County Rd. 800 S.,Union Mills,IN,46382,(219) 767-2251,Facility manager,Alex Leuck,,"3,000,000 bus up; 750,000 bus",Grain,
"Central States Enterprises, Inc.",,"356 Hartzell Rd., P.O. Box 323",New Haven,IN,46774,(260) 749-0022,VP,Larry Shepherd,,"15,900,000 bus up.",Grain,
Bay State Milling Co.,,360 Hanson Way,Woodland,CA,95776,(530) 666-6565,Plant manager,John Konkle,infobsm@bsm.com,,Grain,
Bay State Milling Co.,,360 Hanson Way,Woodland,CA,95776,(530) 666-6565,Plant manager,John Konkle,infobsm@bsm.com,720 cwts,Flour mills,
Bay State Milling Co.,,360 Hanson Way,Woodland,CA,95776,(530) 666-6565,Plant manager,John Konkle,infobsm@bsm.com,600 cwts.,Specialty Mills,
Bay State Milling Co.,,360 Hanson Way,Woodland,CA,95776,(530) 666-6565,Plant manager,John Konkle,infobsm@bsm.com,720 cwts,Specialty Mills,
Bay State Milling Co.,,360 Hanson Way,Woodland,CA,95776,(530) 666-6565,Plant manager,John Konkle,infobsm@bsm.com,960 cwts.,Specialty Mills,
Bay State Milling Co.,,360 Hanson Way,Woodland,CA,95776,(530) 666-6565,Plant manager,John Konkle,infobsm@bsm.com,,Specialty Mills,
Bay State Milling Co.,,360 Hanson Way,Woodland,CA,95776,(530) 666-6565,Plant manager,John Konkle,infobsm@bsm.com,720 cwts,Specialty Mills,
Bay State Milling Co.,,360 Hanson Way,Woodland,CA,95776,(530) 666-6565,Plant manager,John Konkle,infobsm@bsm.com,"1,440 cwts",Specialty Mills,
Bay State Milling Co.,,360 Hanson Way,Woodland,CA,95776,(530) 666-6565,Plant manager,John Konkle,infobsm@bsm.com,"1,680 cwts.",Specialty Mills,
Bay State Milling Co.,,360 Hanson Way,Woodland,CA,95776,(530) 666-6565,Plant manager,John Konkle,infobsm@bsm.com,960 cwts.,Specialty Mills,
Bay State Milling Co.,,360 Hanson Way,Woodland,CA,95776,(530) 666-6565,Plant manager,John Konkle,infobsm@bsm.com,960 cwts.,Specialty Mills,
Bay State Milling Co.,,360 Hanson Way,Woodland,CA,95776,(530) 666-6565,Plant manager,John Konkle,infobsm@bsm.com,"1,680 cwts.",Specialty Mills,
Bay State Milling Co.,,360 Hanson Way,Woodland,CA,95776,(530) 666-6565,Plant manager,John Konkle,infobsm@bsm.com,,Mix Plants,
"General Mills, Inc.",,3600 Dight Ave. S.,Minneapolis,MN,55406,(612) 721-6811,,,,"4,055,000 bus up.",Grain,
Grain Craft,,3601 First Ave. S.,Billings,MT,59101,(406) 245-3131,Plant manager,Jeff Schanz,,"6,400 cwts",Flour mills,
Grain Craft,,"3601 First Ave. S., P.O. Box 30877",Billings,MT,59101,(406) 245-3131,Plant Manager,Jeff Schanz,,"562,000 bus up.",Grain,
Cooperative Elevator Co.,,3615 S. Davis St.,Akron,MI,48701,(989) 691-5711,Manager,Ron Will,info@coopelev.com,"2,500,000 bus up",Grain,
Assumption Co-Op Grain Co.,,365 N. 2500 E. Rd.,Pana,IL,62557,(217) 562-5084,Facility Manager,Larry Koontz,acoop@acoop.com,"4,428,000 bus up; 2,031,000 bus fl.",Grain,
"Perdue Agribusiness Grain, Llc",,37 Delaware Ave.,Hurlock,MD,21643,(410) 943-0512,manager,Joel Hurley,joel.hurley@perdue.com,"935,000 bus up.",Grain,
"Bruce Oakley, Inc.",,3700 Lincoln Ave.,North Little Rock,AR,72114,(501) 945-0875; (800) 662-0875,manager,James Wingate,bwingate@bruceoakley.com,"2,100,000 bus up.",Grain,
"Busch Agricultural Resources, Inc.",,3723 CR 905,Jonesboro,AR,72401,(870) 932-5484,,,,,Grain,
Adm Milling Co.,,3745 Hiawatha Ave. S.,Minneapolis,MN,55406,(612) 729-2301,Operations manager,James Lesko,milling@adm.com,"800,000 bus up",Grain,
Adm Milling Co.,,3745 Hiawatha Ave. S.,Minneapolis,MN,55406,(612) 729-2301,Commercial manager,Nick Builta,milling@adm.com,"10,000 cwts",Flour mills,
Ardent Mills,,3750 Wynkoop,Denver,CO,80216,(303) 294-0547,Plant Manager,Jason Hancock,jason.hancock@ardentmills.com,"350,000 bus up.",Grain,
"Brill, Inc.",,3765 Walden Ave.,Lancaster,NY,14086,(716) 685-4000,,,info@brillinc.com,,Mix Plants,
Consolidated Grain & Barge Co.,,"377 W. First St., P.O. Box 427",Dallas City,IL,62330,(217) 852-6012,Regional Manager,Russ Leuck,,"1,556,000 bus up.",Grain,
Consolidated Grain & Barge Co.,,379 Phillips 423,Elaine,AR,72333,(800) 489-2287,Regional Manager,Jason Herr,,,Grain,
"The Andersons, Inc.",,"3822 State Rte. 120, P.O. Box G",Metamora,OH,43540,(877) 638-5558,Operations manager,Timothy Muck,,"5,797,000 bus up.",Grain,
"Perdue Agribusiness Grain, Llc",,3827 Vincent Rd.,Linkwood,MD,21835,(410) 376-3141,manager,Joel Hurley,joel.hurley@perdue.com,"150,000 bus up.",Grain,
"Columbia Grain & Ingredients, Inc.",,3830 N.W. Brown Rd.,Lake City,FL,32055,(386) 755-7700; (800) 323-1594,President,Eddy Hazen,marnie.ward@colgrain.com,"560,000 bus up; 10,000 bus fl.",Grain,
The Scoular Company,,3830 NW Brown Rd.,Lake City,FL,32055,(800) 965-7801,Regional Operations Manager,Spike Gordon,information@scoular.com,"570,o00 bus up; 400,000 bus fl.",Grain,
"The Andersons, Inc.",,3854 N. Anderson Dr.,Delphi,IN,46923,(765) 564-6130,Operations supervisor,Luke Siekierski,,"2,500,000 bus up; 4,300,000 bus fl.",Grain,
Consolidated Grain & Barge Co.,,3854 N. Illinois 130,Olney,IL,62450,(618) 395-7356,GM,Derek Oliver,,"3,836,000 bus up.",Grain,
Archer Daniels Midland Co.,,38580 190th St.,Hitchcock,SD,57348,(605) 266-2530,Manager,Jeffery Gottmen,,"2,300,000 bus up",Grain,
"New Cooperative, Inc.",,"390 E. Fifth St., P.O. Box 127",Garner,IA,50438,(641) 923-2695,Location Manager,Jacob Pilgrim,,,Grain,
"Okomo Grain Co., Inc.",,3905 W. 600 N.,Anderson,IN,46011,(765) 754-7541,Manager,Dan Grice,dgrice@kokomograin.com,"2,750,000 bus up; 6,650,000 bus fl",Grain,
Archer Daniels Midland Co.,,391 E. Lewis St.,Niantic,IL,62551,(217) 668-2345,Manager,Eric Nieders,,"4,200,000 bus up",Grain,
Ardent Mills,,3939 Producers Dr.,Stockton,CA,95206,(209) 983-6551,Plant Manager,Trevor Meyer,trevor.meyer@ardentmills.com,"900,000 bus up.",Grain,
Ardent Mills,,3939 Producers Dr.,Stockton,CA,95206,(209) 983-6551,Plant manager,Trevor Meyer,trevor.meyer@ardentmills.com,"15,000 cwts",Flour mills,
Ardent Mills,,3939 Producers Dr.,Stockton,CA,95206,(209) 983-6551,Plant manager,Trevor Meyer,trevor.meyer@ardentmills.com,,Specialty Mills,
"Cargill, Incorporated",,3940 N.W. Silverlake Rd.,Topeka,KS,66608,(785) 232-3034,,,,,Grain,
Adm Milling Co.,,398 E. San Antonio St.,New Braunfels,TX,78130,(830) 625-2301,Commercial manager,Myles Grant,milling@adm.com,"300,000 bus up",Grain,
United Cooperative,,399 Railroad St.,Rock Springs,WI,53961,(608) 524-5246,,,,"4,441,000 bus up",Grain,
"Co-Alliance, Llp",,399 S. State Rd. 49,Valparaiso,IN,46383,(219) 462-4861,Facility manager,Brad Metzger,,"4,700,000 bus up",Grain,
Mennel Grain – Kingston,,4 Railroad St.,Kingston,OH,45644,(740) 642-2041,Regional grain operations manager,Jacob Hall,graindivision@mennel.com,"2,309,000 bus up.",Grain,
"Bartlett Grain Company, Lp",,400 29th Ave.,Council Bluffs,IA,51501,(712) 322-3444; (800) 288-3042,Origination Manager,Grace Clark,g.clark@bartlettco.com,"1,630,000 bus up.",Grain,
"Bartlett Grain Company, Lp",,400 29th Ave.,Council Bluffs,IA,51501,(712) 322-3444,Origination manager,Grace Clark,g.clark@bartlettco.com,"1,630,000 bus up",Grain,
"Louis Dreyfus Company, Llc",,400 Cooper Sand Pit Rd.,West Memphis,AR,72301,,Superintendent,Derreck Smith,,"780,000 bus up.",Grain,
Alliance Grain Co.,,400 E. Main,Cabery,IL,60919,(815) 426-1231,Supervisor,Mike Riedel,,"1,288,000 bus up.",Grain,
"Viterra Usa Grain, Llc",,"400 N. Main St., P.O. Box 937",Superior,WI,54880,(715) 392-9853,Manager,Jeffrey Blaskowski,,"8,709,000 bus up",Grain,
Consolidated Grain & Barge Co.,,400 N. Santa Fe,Shattuck,OK,73858,(580) 938-2593,Regional manager,Tim Simmons,,"3,240,000 bus up.",Grain,
